id,title,abstract,link,processed_abstract
448,Discovery of YS-1 as a cell line of gastric inflammatory cancer-associated fibroblasts.,Inflammatory cancer-associated fibroblasts (iCAFs) was first identified by co-culture of pancreatic stellate cells and tumor organoids. The key feature of iCAFs is IL-6,https://pubmed.ncbi.nlm.nih.gov/38642200/,inflammatory cancerassociated fibroblast icafs first identified coculture pancreatic stellate cell tumor organoids key feature icafs il
449,"Silicon supplementation stabilizes the effect of copper stress, the use of copper chaperones and genes involved: a review.","Heavy metal stress is a major problem in present scenario and the consequences are well known. The agroecosystems are heavily affected by the heavy metal stress and the question arises on the sustainability of the agricultural products. Heavy metals inhibit the process to influence the reactive oxygen species production. When abundantly present copper metal ion has toxic effects which is mitigated by the exogenous application of Si. The role of silicon is to enhance physical parameters as well as gas exchange parameters. Si is likely to increase antioxidant enzymes in response to copper stress which can relocate toxic metals at subcellular level and remove heavy metals from the cell. Silicon regulates phytohormones when excess copper is present. Rate of photosynthesis and mineral absorption is increased in response to metal stress. Silicon manages enzymatic and non-enzymatic activities to balance metal stress condition. Cu transport by the plasma membrane is controlled by a family of proteins called copper transporter present at cell surface. Plants maintain balance in absorption, use and storage for proper copper ion homeostasis. Copper chaperones play vital role in copper ion movement within cells. Prior to that metallochaperones control Cu levels. The genes responsible in copper stress mitigation are discovered in various plant species and their function are decoded. However, detailed molecular mechanism is yet to be studied. This review discusses about the crucial mechanisms of Si-mediated alleviation of copper stress, the role of copper binding proteins in copper homeostasis. Moreover, it also provides a brief information on the genes, their function and regulation of their expression in relevance to Cu abundance in different plant species which will be beneficial for further understanding of the role of silicon in stabilization of copper stress.",https://pubmed.ncbi.nlm.nih.gov/38642191/,heavy metal stress major problem present scenario consequence well known agroecosystems heavily affected heavy metal stress question arises sustainability agricultural product heavy metal inhibit process influence reactive oxygen specie production abundantly present copper metal ion toxic effect mitigated exogenous application si role silicon enhance physical parameter well gas exchange parameter si likely increase antioxidant enzyme response copper stress relocate toxic metal subcellular level remove heavy metal cell silicon regulates phytohormone excess copper present rate photosynthesis mineral absorption increased response metal stress silicon manages enzymatic nonenzymatic activity balance metal stress condition cu transport plasma membrane controlled family protein called copper transporter present cell surface plant maintain balance absorption use storage proper copper ion homeostasis copper chaperone play vital role copper ion movement within cell prior metallochaperones control cu level gene responsible copper stress mitigation discovered various plant specie function decoded however detailed molecular mechanism yet studied review discus crucial mechanism simediated alleviation copper stress role copper binding protein copper homeostasis moreover also provides brief information gene function regulation expression relevance cu abundance different plant specie beneficial understanding role silicon stabilization copper stress
450,Clinicopathological characteristics of Lynch-like syndrome.,Lynch-like syndrome (LLS) has recently been proposed as a third type of microsatellite instability (MSI) tumor after Lynch syndrome (LS) and sporadic MSI colorectal cancer (CRC) without either a germline variant of mismatch repair (MMR) genes or hypermethylation of the MLH1 gene. The present study aimed to clarify and compare the clinicopathological characteristics of LLS with those of the other MSI CRC subtypes.,https://pubmed.ncbi.nlm.nih.gov/38642190/,lynchlike syndrome lls recently proposed third type microsatellite instability msi tumor lynch syndrome l sporadic msi colorectal cancer crc without either germline variant mismatch repair mmr gene hypermethylation mlh gene present study aimed clarify compare clinicopathological characteristic lls msi crc subtypes
451,Multi-omics analysis of immune-related microbiome and prognostic model in head and neck squamous cell carcinoma.,The aim of our study is to explore the transcriptional and microbial characteristics of head and neck cancer's immune phenotypes using a multi-omics approach.,https://pubmed.ncbi.nlm.nih.gov/38642188/,aim study explore transcriptional microbial characteristic head neck cancer immune phenotype using multiomics approach
452,RT-qPCR based quantitative analysis of ARO and ADH genes in Saccharomyces cerevisiae and Metschnikowia pulcherrima strains growth white grape juice.,"Yeast biosynthesizes fusel alcohols in fermentation through amino acid catabolism via the Ehrlich pathway. ARO8 and ARO9 genes are involved in the first step of the Ehrlich pathway, while ADH2 and ADH5 genes are involved in the last step. In this study, we describe RT-qPCR methods to determine the gene expression level of genes (ARO8, ARO9, ADH2, ADH5) found in Saccharomyces cerevisiae (Sc) and Metschnikowia pulcherrima (Mp) strains growth pasteurized white grape juice.",https://pubmed.ncbi.nlm.nih.gov/38642187/,yeast biosynthesizes fusel alcohol fermentation amino acid catabolism via ehrlich pathway aro aro gene involved first step ehrlich pathway adh adh gene involved last step study describe rtqpcr method determine gene expression level gene aro aro adh adh found saccharomyces cerevisiae sc metschnikowia pulcherrima mp strain growth pasteurized white grape juice
453,"Tumor necrosis factor alpha induced protein 3, interleukin 10, tumor necrosis factor alpha, and interleukin 17 F genes polymorphisms in Algerian patients with rheumatoid arthritis.","Rheumatoid arthritis (RA) is a systemic autoimmune disease with chronic inflammation. Its pathogenesis involves immunological, genetic, and environmental factors. We investigate the association between Tumor Necrosis Factor α Protein 3 (TNFAIP3), Interleukin 10 (IL10), Tumor Necrosis Factor α (TNF α), and Interleukin 17 F (IL17F) polymorphisms with susceptibility to RA.",https://pubmed.ncbi.nlm.nih.gov/38642181/,rheumatoid arthritis ra systemic autoimmune disease chronic inflammation pathogenesis involves immunological genetic environmental factor investigate association tumor necrosis factor protein tnfaip interleukin il tumor necrosis factor tnf interleukin f ilf polymorphism susceptibility ra
454,Characterization and expression profiles of the ZmLBD gene family in Zea mays.,"The Lateral Organ Boundaries Domain (LBD) gene family is a family of plant-specific transcription factors (TFs) that are widely involved in processes such as lateral organ formation, stress response, and nutrient metabolism. However, the function of LBD genes in maize remains poorly understood.",https://pubmed.ncbi.nlm.nih.gov/38642178/,lateral organ boundary domain lbd gene family family plantspecific transcription factor tfs widely involved process lateral organ formation stress response nutrient metabolism however function lbd gene maize remains poorly understood
455,Interaction with B-type lamin reveals the function of Drosophila Keap1 xenobiotic response factor in nuclear architecture.,"The Keap1-Nrf2 pathway serves as a central regulator that mediates transcriptional responses to xenobiotic and oxidative stimuli. Recent studies have shown that Keap1 and Nrf2 can regulate transcripts beyond antioxidant and detoxifying genes, yet the underlying mechanisms remain unclear. Our research has uncovered that Drosophila Keap1 (dKeap1) and Nrf2 (CncC) proteins can control high-order chromatin structure, including heterochromatin.",https://pubmed.ncbi.nlm.nih.gov/38642177/,keapnrf pathway serf central regulator mediates transcriptional response xenobiotic oxidative stimulus recent study shown keap nrf regulate transcript beyond antioxidant detoxifying gene yet underlying mechanism remain unclear research uncovered drosophila keap dkeap nrf cncc protein control highorder chromatin structure including heterochromatin
456,Deciphering the differential expression patterns of yield-related negative regulators in hexaploid wheat cultivars and hybrids at different growth stages.,"Hexaploid bread wheat underwent a series of polyploidization events through interspecific hybridizations that conferred adaptive plasticity and resulted in duplication and neofunctionalization of major agronomic genes. The genetic architecture of polyploid wheat not only confers adaptive plasticity but also offers huge genetic diversity. However, the contribution of different gene copies (homeologs) encoded from different subgenomes (A, B, D) at different growth stages remained unexplored.",https://pubmed.ncbi.nlm.nih.gov/38642174/,hexaploid bread wheat underwent series polyploidization event interspecific hybridization conferred adaptive plasticity resulted duplication neofunctionalization major agronomic gene genetic architecture polyploid wheat confers adaptive plasticity also offer huge genetic diversity however contribution different gene copy homeologs encoded different subgenomes b different growth stage remained unexplored
457,"Thymus algeriensis Boiss. et Reut., a north African endemic plant species: genetic diversity and population structure as assessed by molecular markers, a pioneer step for conservation implications.","Thymus algeriensis Boiss. et Reut. is one of the most widespread North African species of the genus Thymus L. The species is subshrub growing primarily in subtropical biome of Morocco, Algeria, Tunisia and Libya. In Tunisia, the plant species is under high pressure of anthropogenic activities including over-collecting. The assessment of genetic diversity and population structure of T. algeriensis is a pioneer step to retrace its evolutionary history and to perform appropriate conservation strategies of the plant species.",https://pubmed.ncbi.nlm.nih.gov/38642172/,thymus algeriensis boiss et reut one widespread north african specie genus thymus l specie subshrub growing primarily subtropical biome morocco algeria tunisia libya tunisia plant specie high pressure anthropogenic activity including overcollecting assessment genetic diversity population structure algeriensis pioneer step retrace evolutionary history perform appropriate conservation strategy plant specie
458,Investigating the role of itaconate in macrophage activation and oxidative stress injury in sepsis-associated acute kidney injury.,"Sepsis may be linked to oxidative stress and can be controlled by itaconate, an activator of the nuclear factor erythroid 2-related factor 2 (Nrf2) pathway. Nevertheless, the itaconate impact on sepsis-associated acute kidney injury (SA-AKI) has yet to be definitively established.",https://pubmed.ncbi.nlm.nih.gov/38642169/,sepsis may linked oxidative stress controlled itaconate activator nuclear factor erythroid related factor nrf pathway nevertheless itaconate impact sepsisassociated acute kidney injury saaki yet definitively established
459,"Study on endolichenic fungal assemblage in Parmotrema and Heterodermia lichens of Shivamoga, Karnataka.","Lichen is a symbiotic association of algae and fungi, recognized as a self-sustaining ecosystem that constitutes an indeterminant number of bacteria, actinomycetes, fungi, and protozoa. We evaluated the endolichenic fungal assemblage given the dearth of knowledge on endolichenic fungi (ELFs), particularly from part of the Central Western Ghats, Karnataka, and conducted a phylogenetic analysis of xylariaceous fungi, the most diversified group of fungi using ITS and ITS+Tub2 gene set.",https://pubmed.ncbi.nlm.nih.gov/38642168/,lichen symbiotic association algae fungi recognized selfsustaining ecosystem constitutes indeterminant number bacteria actinomycete fungi protozoa evaluated endolichenic fungal assemblage given dearth knowledge endolichenic fungi elf particularly part central western ghat karnataka conducted phylogenetic analysis xylariaceous fungi diversified group fungi using itstub gene set
460,Single-Cell Transcriptomic Analysis of Epstein-Barr Virus-Associated Hemophagocytic Lymphohistiocytosis.,"Epstein-Barr virus (EBV) infection can lead to infectious mononucleosis (EBV-IM) and, more rarely, EBV-associated hemophagocytic lymphohistiocytosis (EBV-HLH), which is characterized by a life-threatening hyperinflammatory cytokine storm with immune dysregulation. Interferon-gamma (IFNγ) has been identified as a critical mediator for primary HLH; however, the detailed role of IFNγ and other cytokines in EBV-HLH is not fully understood. In this study, we used single-cell RNA sequencing to characterize the immune landscape of EBV-HLH and compared it with EBV-IM. Three pediatric patients with EBV-HLH with different backgrounds, one with X-linked lymphoproliferative syndrome type 1 (XLP1), two with chronic active EBV disease (CAEBV), and two patients with EBV-IM were enrolled. The TUBA1B + STMN1 + CD8 + T cell cluster, a responsive proliferating cluster with rich mRNA detection, was explicitly observed in EBV-IM, and the upregulation of SH2D1A-the gene responsible for XLP1-was localized in this cluster. This proliferative cluster was scarcely observed in EBV-HLH cases. In EBV-HLH cases with CAEBV, upregulation of LAG3 was observed in EBV-infected cells, which may be associated with an impaired response by CD8 + T cells. Additionally, genes involved in type I interferon (IFN) signaling were commonly upregulated in each cell fraction of EBV-HLH, and activation of type II IFN signaling was observed in CD4 + T cells, natural killer cells, and monocytes but not in CD8 + T cells in EBV-HLH. In conclusion, impaired responsive proliferation of CD8 + T cells and upregulation of type I IFN signaling were commonly observed in EBV-HLH cases, regardless of the patients' background, indicating the key features of EBV-HLH.",https://pubmed.ncbi.nlm.nih.gov/38642164/,epsteinbarr virus ebv infection lead infectious mononucleosis ebvim rarely ebvassociated hemophagocytic lymphohistiocytosis ebvhlh characterized lifethreatening hyperinflammatory cytokine storm immune dysregulation interferongamma ifn identified critical mediator primary hlh however detailed role ifn cytokine ebvhlh fully understood study used singlecell rna sequencing characterize immune landscape ebvhlh compared ebvim three pediatric patient ebvhlh different background one xlinked lymphoproliferative syndrome type xlp two chronic active ebv disease caebv two patient ebvim enrolled tubab stmn cd cell cluster responsive proliferating cluster rich mrna detection explicitly observed ebvim upregulation shdathe gene responsible xlpwas localized cluster proliferative cluster scarcely observed ebvhlh case ebvhlh case caebv upregulation lag observed ebvinfected cell may associated impaired response cd cell additionally gene involved type interferon ifn signaling commonly upregulated cell fraction ebvhlh activation type ii ifn signaling observed cd cell natural killer cell monocyte cd cell ebvhlh conclusion impaired responsive proliferation cd cell upregulation type ifn signaling commonly observed ebvhlh case regardless patient background indicating key feature ebvhlh
461,A novel SOX10 mutation causing Waardenburg syndrome type 2 by expressing a truncated and dysfunctional protein in a Chinese child.,This study aimed to identify the causative variants in a patient with Waardenburg syndrome (WS) type 2 using whole exome sequencing (WES).,https://pubmed.ncbi.nlm.nih.gov/38642155/,study aimed identify causative variant patient waardenburg syndrome w type using whole exome sequencing wes
462,Overexpression of WT1 in all molecular subtypes of breast cancer and its impact on survival: exploring oncogenic and tumor suppressor roles of distinct WT1 isoforms.,"Breast cancer is a highly heterogeneous solid tumor, posing challenges in developing targeted therapies effective for all mammary carcinoma subtypes. WT1 emerges as a promising target for breast cancer therapy due to its potential oncogenic role in various cancer types. Previous works have yielded inconsistent results. Therefore, further studies are needed to clarify the behavior of this complex gene in breast cancer.",https://pubmed.ncbi.nlm.nih.gov/38642153/,breast cancer highly heterogeneous solid tumor posing challenge developing targeted therapy effective mammary carcinoma subtypes wt emerges promising target breast cancer therapy due potential oncogenic role various cancer type previous work yielded inconsistent result therefore study needed clarify behavior complex gene breast cancer
463,Cloning of CAT genes in Satsuma mandarin and their expression characteristics in response to environmental stress and arbuscular mycorrhizal fungi.,"CitCAT1 and CitCAT2 were cloned and highly expressed in mature leaves. High temperatures up-regulated CitCAT1 expression, while low temperatures and Diversispora versiformis up-regulated CitCAT2 expression, maintaining a low oxidative damage. Catalase (CAT), a tetrameric heme-containing enzyme, removes hydrogen peroxide (H",https://pubmed.ncbi.nlm.nih.gov/38642148/,citcat citcat cloned highly expressed mature leaf high temperature upregulated citcat expression low temperature diversispora versiformis upregulated citcat expression maintaining low oxidative damage catalase cat tetrameric hemecontaining enzyme remove hydrogen peroxide h
464,Characterization of Bacillus amyloliquefaciens PM415 as a potential bio-preserving probiotic.,"Animal feed is vulnerable to fungal infections, and the use of bio-preserving probiotics has received increasing attention. In contrast to Lactobacillus and Bifidobacteria spp., fewer Bacillus spp. have been recognized as antifungal probiotics. Therefore, our objective was to screen antifungal strains and provide more Bacillus candidates to bridge this gap. Here, we screened 56 bacterial strains for cyclic lipopeptide genes and conducted an antifungal assay with Aspergillus niger as a representative fungus. We found that a Bacillus strain Bacillus amyloliquefaciens PM415, isolated from pigeon manure, exhibited the highest fungal inhibition activity as demonstrated by the confrontation assay and morphological observation under scanning electron microscope (SEM). Preliminary safety assessment and probiotic characterization revealed its non-pathogenic feature and stress tolerance capability. Whole genome sequencing of Bacillus amyloliquefaciens PM415 revealed a genome size of 4.16 Mbp and 84 housekeeping genes thereof were used for phylogenetic analysis showing that it is most closely related to Bacillus amyloliquefaciens LFB112. The in silico analysis further supported its non-pathogenic feature at the genomic level and revealed potential biosynthetic gene clusters responsible for its antifungal property. RNA-seq analysis revealed genome-wide changes in transportation, amino acid metabolism, non-ribosomal peptides (NRPs) biosynthesis and glycan degradation during fungal antagonism. Our results suggest that Bacillus amyloliquefaciens PM415 is a safe and effective probiotic strain that can prevent fungal growth in animal feeds.",https://pubmed.ncbi.nlm.nih.gov/38642140/,animal feed vulnerable fungal infection use biopreserving probiotic received increasing attention contrast lactobacillus bifidobacteria spp fewer bacillus spp recognized antifungal probiotic therefore objective screen antifungal strain provide bacillus candidate bridge gap screened bacterial strain cyclic lipopeptide gene conducted antifungal assay aspergillus niger representative fungus found bacillus strain bacillus amyloliquefaciens pm isolated pigeon manure exhibited highest fungal inhibition activity demonstrated confrontation assay morphological observation scanning electron microscope sem preliminary safety assessment probiotic characterization revealed nonpathogenic feature stress tolerance capability whole genome sequencing bacillus amyloliquefaciens pm revealed genome size mbp housekeeping gene thereof used phylogenetic analysis showing closely related bacillus amyloliquefaciens lfb silico analysis supported nonpathogenic feature genomic level revealed potential biosynthetic gene cluster responsible antifungal property rnaseq analysis revealed genomewide change transportation amino acid metabolism nonribosomal peptide nrps biosynthesis glycan degradation fungal antagonism result suggest bacillus amyloliquefaciens pm safe effective probiotic strain prevent fungal growth animal feed
465,A2AR-mediated CXCL5 upregulation on macrophages promotes NSCLC progression via NETosis.,"Tumor-associated macrophages (TAMs) are abundant in tumors and interact with tumor cells, leading to the formation of an immunosuppressive microenvironment and tumor progression. Although many studies have explored the mechanisms underlying TAM polarization and its immunosuppressive functions, understanding of its progression remains limited. TAMs promote tumor progression by secreting cytokines, which subsequently recruit immunosuppressive cells to suppress the antitumor immunity. In this study, we established an in vitro model of macrophage and non-small cell lung cancer (NSCLC) cell co-culture to explore the mechanisms of cell-cell crosstalk. We observed that in NSCLC, the C-X-C motif chemokine ligand 5 (CXCL5) was upregulated in macrophages because of the stimulation of A2AR by adenosine. Adenosine was catalyzed by CD39 and CD73 in macrophages and tumor cells, respectively. Nuclear factor kappa B (NFκB) mediated the A2AR stimulation of CXCL5 upregulation in macrophages. Additionally, CXCL5 stimulated NETosis in neutrophils. Neutrophil extracellular traps (NETs)-treated CD8",https://pubmed.ncbi.nlm.nih.gov/38642131/,tumorassociated macrophage tam abundant tumor interact tumor cell leading formation immunosuppressive microenvironment tumor progression although many study explored mechanism underlying tam polarization immunosuppressive function understanding progression remains limited tam promote tumor progression secreting cytokine subsequently recruit immunosuppressive cell suppress antitumor immunity study established vitro model macrophage nonsmall cell lung cancer nsclc cell coculture explore mechanism cellcell crosstalk observed nsclc cxc motif chemokine ligand cxcl upregulated macrophage stimulation aar adenosine adenosine catalyzed cd cd macrophage tumor cell respectively nuclear factor kappa b nfb mediated aar stimulation cxcl upregulation macrophage additionally cxcl stimulated netosis neutrophil neutrophil extracellular trap netstreated cd
466,Genomic characterization and detection of potential therapeutic targets for peritoneal mesothelioma in current practice.,"Peritoneal mesothelioma (PeM) is an aggressive tumor with limited treatment options. The current study aimed to evaluate the value of next generation sequencing (NGS) of PeM samples in current practice. Foundation Medicine F1CDx NGS was performed on 20 tumor samples. This platform assesses 360 commonly somatically mutated genes in solid tumors and provides a genomic signature. Based on the detected mutations, potentially effective targeted therapies were identified. NGS was successful in 19 cases. Tumor mutational burden (TMB) was low in 10 cases, and 11 cases were microsatellite stable. In the other cases, TMB and microsatellite status could not be determined. BRCA1 associated protein 1 (BAP1) mutations were found in 32% of cases, cyclin dependent kinase inhibitor 2A/B (CDKN2A/B) and neurofibromin 2 (NF2) mutations in 16%, and ataxia-telangiectasia mutated serine/threonine kinase (ATM) in 11%. Based on mutations in the latter two genes, potential targeted therapies are available for approximately a quarter of cases (i.e., protein kinase inhibitors for three NF2 mutated tumors, and polyADP-ribose polymerase inhibitors for two ATM mutated tumors). Extensive NGS analysis of PeM samples resulted in the identification of potentially effective targeted therapies for about one in four patients. Although these therapies are currently not available for patients with PeM, ongoing developments might result in new treatment options in the future.",https://pubmed.ncbi.nlm.nih.gov/38642130/,peritoneal mesothelioma pem aggressive tumor limited treatment option current study aimed evaluate value next generation sequencing ng pem sample current practice foundation medicine fcdx ng performed tumor sample platform ass commonly somatically mutated gene solid tumor provides genomic signature based detected mutation potentially effective targeted therapy identified ng successful case tumor mutational burden tmb low case case microsatellite stable case tmb microsatellite status could determined brca associated protein bap mutation found case cyclin dependent kinase inhibitor ab cdknab neurofibromin nf mutation ataxiatelangiectasia mutated serinethreonine kinase atm based mutation latter two gene potential targeted therapy available approximately quarter case ie protein kinase inhibitor three nf mutated tumor polyadpribose polymerase inhibitor two atm mutated tumor extensive ng analysis pem sample resulted identification potentially effective targeted therapy one four patient although therapy currently available patient pem ongoing development might result new treatment option future
467,A novel network-based method identifies a cuproplasia-related pan-cancer gene signature to predict patient outcome.,"Copper is a vital micronutrient involved in many biological processes and is an essential component of tumour cell growth and migration. Copper influences tumour growth through a process called cuproplasia, defined as abnormal copper-dependent cell-growth and proliferation. Copper-chelation therapy targeting this process has demonstrated efficacy in several clinical trials against cancer. While the molecular pathways associated with cuproplasia are partially known, genetic heterogeneity across different cancer types has limited the understanding of how cuproplasia impacts patient survival. Utilising RNA-sequencing data from The Cancer Genome Atlas (TCGA) and the Genotype-Tissue Expression (GTEx) datasets, we generated gene regulatory networks to identify the critical cuproplasia-related genes across 23 different cancer types. From this, we identified a novel 8-gene cuproplasia-related gene signature associated with pan-cancer survival, and a 6-gene prognostic risk score model in low grade glioma. These findings highlight the use of gene regulatory networks to identify cuproplasia-related gene signatures that could be used to generate risk score models. This can potentially identify patients who could benefit from copper-chelation therapy and identifies novel targeted therapeutic strategies.",https://pubmed.ncbi.nlm.nih.gov/38642129/,copper vital micronutrient involved many biological process essential component tumour cell growth migration copper influence tumour growth process called cuproplasia defined abnormal copperdependent cellgrowth proliferation copperchelation therapy targeting process demonstrated efficacy several clinical trial cancer molecular pathway associated cuproplasia partially known genetic heterogeneity across different cancer type limited understanding cuproplasia impact patient survival utilising rnasequencing data cancer genome atlas tcga genotypetissue expression gtex datasets generated gene regulatory network identify critical cuproplasiarelated gene across different cancer type identified novel gene cuproplasiarelated gene signature associated pancancer survival gene prognostic risk score model low grade glioma finding highlight use gene regulatory network identify cuproplasiarelated gene signature could used generate risk score model potentially identify patient could benefit copperchelation therapy identifies novel targeted therapeutic strategy
468,Comparative transcriptome and metabolite profiling reveal diverse pattern of CYP-TS gene expression during corosolic acid biosynthesis in Lagerstroemia speciosa (L.) Pers.,"Extensive leaf transcriptome profiling and differential gene expression analysis of field grown and elicited shoot cultures of L. speciosa suggest that differential synthesis of CRA is mediated primarily by CYP and TS genes, showing functional diversity. Lagerstroemia speciosa L. is a tree species with medicinal and horticultural attributes. The pentacyclic triterpene, Corosolic acid (CRA) obtained from this species is widely used for the management of diabetes mellitus in traditional medicine. The high mercantile value of the compound and limited availability of innate resources entail exploration of alternative sources for CRA production. Metabolic pathway engineering for enhanced bioproduction of plant secondary metabolites is an attractive proposition for which, candidate genes in the pathway need to be identified and characterized. Therefore, in the present investigation, we focused on the identification of cytochrome P450 (CYP450) and oxidosqualene cyclases (OSC) genes and their differential expression during biosynthesis of CRA. The pattern of differential expression of these genes in the shoot cultures of L. speciosa, elicited with different epigenetic modifiers (azacytidine (AzaC), sodium butyrate (NaBu) and anacardic acid (AA)), was studied in comparison with field grown plant. Further, in vitro cultures with varying (low to high) concentrations of CRA were systematically assessed for the expression of CYP-TS and associated genes involved in CRA biosynthesis by transcriptome sequencing. The sequenced samples were de novo assembled into 180,290 transcripts of which, 92,983 transcripts were further annotated by UniProt. The results are collectively given in co-occurrence heat maps to identify the differentially expressed genes. The combined transcript and metabolite profiles along with RT-qPCR analysis resulted in the identification of CYP-TS genes with high sequence variation. Further, instances of concordant/discordant relation between CRA biosynthesis and CYP-TS gene expression were observed, indicating functional diversity in genes.",https://pubmed.ncbi.nlm.nih.gov/38642121/,extensive leaf transcriptome profiling differential gene expression analysis field grown elicited shoot culture l speciosa suggest differential synthesis cra mediated primarily cyp t gene showing functional diversity lagerstroemia speciosa l tree specie medicinal horticultural attribute pentacyclic triterpene corosolic acid cra obtained specie widely used management diabetes mellitus traditional medicine high mercantile value compound limited availability innate resource entail exploration alternative source cra production metabolic pathway engineering enhanced bioproduction plant secondary metabolite attractive proposition candidate gene pathway need identified characterized therefore present investigation focused identification cytochrome p cyp oxidosqualene cyclases osc gene differential expression biosynthesis cra pattern differential expression gene shoot culture l speciosa elicited different epigenetic modifier azacytidine azac sodium butyrate nabu anacardic acid aa studied comparison field grown plant vitro culture varying low high concentration cra systematically assessed expression cypts associated gene involved cra biosynthesis transcriptome sequencing sequenced sample de novo assembled transcript transcript annotated uniprot result collectively given cooccurrence heat map identify differentially expressed gene combined transcript metabolite profile along rtqpcr analysis resulted identification cypts gene high sequence variation instance concordantdiscordant relation cra biosynthesis cypts gene expression observed indicating functional diversity gene
469,Central nervous system embryonal tumor with PLAGL1 amplification: a case report of a novel entity focusing on imaging findings.,"The embryonal central nervous system (CNS) tumor with PLAGL1 (pleomorphic adenoma gene-like) amplification is a novel type of pediatric neoplasm with a distinct methylation profile, described for the first time in 2022. It may be located anywhere in the neuroaxis and, as its name implies, it is driven by the amplification and overexpression of one of the PLAG family genes. Although the associated clinical, immunohistopathological, and molecular characteristics are well characterized in the seminal report of this entity, data on the radiological features is still lacking. Here, we present a case report of a 4-year-old girl with a biopsy-proven PLAGL1-amplified brainstem tumor and provide a detailed description of the corresponding conventional neuroimaging characteristics, aiming to better delineate this entity and to increase the awareness of this pathology in the radiological community.",https://pubmed.ncbi.nlm.nih.gov/38642111/,embryonal central nervous system cns tumor plagl pleomorphic adenoma genelike amplification novel type pediatric neoplasm distinct methylation profile described first time may located anywhere neuroaxis name implies driven amplification overexpression one plag family gene although associated clinical immunohistopathological molecular characteristic well characterized seminal report entity data radiological feature still lacking present case report yearold girl biopsyproven plaglamplified brainstem tumor provide detailed description corresponding conventional neuroimaging characteristic aiming better delineate entity increase awareness pathology radiological community
470,"OsRH52A, a DEAD-Box protein, is required for embryo sac development by regulating functional megaspore specification in rice.","The development of the embryo sac is an important factor affecting seed setting in rice. Numerous genes associated with embryo sac (ES) development have been identified in plants. However, the function of the DEAD-box RNA helicase family genes on ES is poorly known in rice. Here, we characterized a rice DEAD-box protein, OsRH52A, which was localized in the nucleus and cytoplasm and highly expressed in the floral organs in rice. The knockout mutant, rh52a, displayed partial ES sterility, including degenerated ES (21.0%) and the presence of double-female-gametophyte (DFG) structure (11.8%). The DFG developed from two functional megaspores (FM) near the chalazal end in one ovule, and 3.4% of DFG could fertilize via the sac near the micropylar pole in rh52a. OsRH52A was found to interact with OsMFS1 and ZIP4, both of which play a role in homologous recombination in rice meiosis. RNA-seq identified 234 down-regulated differentially expressed genes (DEGs) associated with reproductive development, including the two genes, OsMSP1 and HSA1b, required for female germline cell specification. Taken together, our study demonstrated that OsRH52A is essential for the development of the embryo sac and provided cytological evidence regarding the formation of DFG.",https://pubmed.ncbi.nlm.nih.gov/38642102/,development embryo sac important factor affecting seed setting rice numerous gene associated embryo sac e development identified plant however function deadbox rna helicase family gene e poorly known rice characterized rice deadbox protein osrha localized nucleus cytoplasm highly expressed floral organ rice knockout mutant rha displayed partial e sterility including degenerated e presence doublefemalegametophyte dfg structure dfg developed two functional megaspore fm near chalazal end one ovule dfg could fertilize via sac near micropylar pole rha osrha found interact osmfs zip play role homologous recombination rice meiosis rnaseq identified downregulated differentially expressed gene degs associated reproductive development including two gene osmsp hsab required female germline cell specification taken together study demonstrated osrha essential development embryo sac provided cytological evidence regarding formation dfg
471,Metabolic and Skeletal Characterization of the KK/A,"Type 2 diabetes (T2D) increases fracture incidence and fracture-related mortality rates (KK.Cg-Ay/J. The Jackson Laboratory; Available from: https://www.jax.org/strain/002468 ). While numerous mouse models for T2D exist, few effectively stimulate persistent hyperglycemia in both sexes, and even fewer are suitable for bone studies. Commonly used models like db/db and ob/ob have altered leptin pathways, confounding bone-related findings since leptin regulates bone properties (Fajardo et al. in Journal of Bone and Mineral Research 29(5): 1025-1040, 2014). The Yellow Kuo Kondo (KK/A",https://pubmed.ncbi.nlm.nih.gov/38642089/,type diabetes td increase fracture incidence fracturerelated mortality rate kkcgayj jackson laboratory available httpswwwjaxorgstrain numerous mouse model td exist effectively stimulate persistent hyperglycemia sex even fewer suitable bone study commonly used model like dbdb obob altered leptin pathway confounding bonerelated finding since leptin regulates bone property fajardo et al journal bone mineral research yellow kuo kondo kka
